instance_seed,alpha,arm,tuning_seed,achieved_H,ideal_mass
3,0.03,cobyla-50,103,0.587959477460306,0.07795448837286582
3,0.03,cobyla-50,104,0.5442973345589334,0.09594372604537986
3,0.03,cobyla-50,105,0.587963814974506,0.07793947095145441
3,0.03,cobyla-50,106,0.5442982361083767,0.09597331795455648
3,0.03,cobyla-50,107,0.5879523471529888,0.07801566498522003
3,0.03,cobyla-50,108,0.5442978670497388,0.09584724026496937
3,0.03,cobyla-50,109,0.5443031024119184,0.09605641892920115
3,0.03,cobyla-50,110,0.5443514754431927,0.09545308241837124
3,0.03,spsa,101,1.1708344096998684,0.023219488440292105
3,0.03,spsa,102,1.1426042254174487,0.0004071115633093465
3,0.03,spsa,103,1.238270341042509,0.012057413828751388
3,0.03,spsa,104,0.8959780622014719,0.028392102072068194
3,0.03,spsa,105,0.7247223384752606,0.048396204899930954
3,0.03,spsa,106,0.5998612067834405,0.07483762413270825
3,0.03,spsa,107,0.6988819777433306,0.05893581802057424
3,0.03,spsa,108,0.8901757403751893,0.02931138993175998
3,0.03,spsa,109,1.1314014958228191,0.02761125346790065
3,0.03,spsa,110,0.9922460554604791,0.03186402525234398
3,0.03,lbfgs-sv,101,0.8191625103000679,0.0531378094853025
3,0.03,lbfgs-sv,102,0.5879514847292829,0.0779980511731113
3,0.03,lbfgs-sv,103,0.5879514847285878,0.07799803115196792
3,0.03,lbfgs-sv,104,0.5442969358525099,0.09590617013756657
3,0.03,lbfgs-sv,105,0.6806354413992673,0.05581607129329565
3,0.03,lbfgs-sv,106,0.5442969358503217,0.09590620029161613
3,0.03,lbfgs-sv,107,0.6300556180685173,0.06934539649180639
3,0.03,lbfgs-sv,108,0.5442969358509875,0.09590623581474088
3,0.03,lbfgs-sv,109,0.5879514847289488,0.07799800493190318
3,0.03,lbfgs-sv,110,0.7398964178257887,0.0427054438842744
3,0.03,transfer,101,0.5879520316778301,0.07801388369535801
3,0.03,transfer,102,0.5879518040080807,0.07799490640473805
3,0.03,transfer,103,0.5879516588344201,0.07800881306503074
3,0.03,transfer,104,0.5879529851375724,0.07802644112411805
3,0.03,transfer,105,0.5879516202059811,0.07800080373951228
3,0.03,transfer,106,0.5879521358504669,0.07801845733762171
3,0.03,transfer,107,0.587953069482073,0.07802487645582545
3,0.03,transfer,108,0.5879518629859966,0.07800980735730018
3,0.03,transfer,109,0.5879519507497369,0.07798188668772345
3,0.03,transfer,110,0.5879521082485029,0.07799398133953904
